Ward,Day,Time,Demand,DemandType
Ward 152,Saturday,11:00:00,66,Medium Demand
Ward 152,Saturday,12:00:00,81,Medium Demand
Ward 152,Saturday,13:00:00,83,Medium Demand
Ward 152,Saturday,14:00:00,80,Medium Demand
Ward 152,Saturday,15:00:00,82,Medium Demand
Ward 152,Saturday,16:00:00,82,Medium Demand
Ward 152,Saturday,17:00:00,126,High Demand
Ward 152,Saturday,18:00:00,128,High Demand
Ward 152,Saturday,19:00:00,118,High Demand
Ward 152,Saturday,20:00:00,131,High Demand
Ward 152,Saturday,21:00:00,43,Low Demand
Ward 152,Saturday,22:00:00,55,Low Demand
Ward 152,Saturday,23:00:00,54,Low Demand
Ward 153,Sunday,00:00:00,81,Medium Demand
Ward 153,Sunday,01:00:00,66,Medium Demand
Ward 153,Sunday,02:00:00,81,Medium Demand
Ward 153,Sunday,03:00:00,85,Medium Demand
Ward 153,Sunday,04:00:00,90,Medium Demand
Ward 153,Sunday,05:00:00,81,Medium Demand
Ward 153,Sunday,06:00:00,165,High Demand
Ward 153,Sunday,07:00:00,172,High Demand
Ward 153,Sunday,08:00:00,169,High Demand
Ward 153,Sunday,09:00:00,164,High Demand
Ward 153,Sunday,10:00:00,121,High Demand
Ward 153,Sunday,11:00:00,127,High Demand
Ward 153,Sunday,12:00:00,123,High Demand
Ward 153,Sunday,13:00:00,138,High Demand
Ward 153,Sunday,14:00:00,121,High Demand
Ward 153,Sunday,15:00:00,143,High Demand
Ward 153,Sunday,16:00:00,128,High Demand
Ward 153,Sunday,17:00:00,208,High Demand
Ward 153,Sunday,18:00:00,216,High Demand
Ward 153,Sunday,19:00:00,196,High Demand
Ward 153,Sunday,20:00:00,206,High Demand
Ward 153,Sunday,21:00:00,75,Medium Demand
Ward 153,Sunday,22:00:00,71,Medium Demand
Ward 153,Sunday,23:00:00,79,Medium Demand
Ward 153,Monday,00:00:00,65,Medium Demand
Ward 153,Monday,01:00:00,61,Medium Demand
Ward 153,Monday,02:00:00,58,Low Demand
Ward 153,Monday,03:00:00,74,Medium Demand
Ward 153,Monday,04:00:00,75,Medium Demand
Ward 153,Monday,05:00:00,59,Low Demand
Ward 153,Monday,06:00:00,144,High Demand
Ward 153,Monday,07:00:00,143,High Demand
Ward 153,Monday,08:00:00,153,High Demand
Ward 153,Monday,09:00:00,149,High Demand
Ward 153,Monday,10:00:00,110,High Demand
Ward 153,Monday,11:00:00,112,High Demand
Ward 153,Monday,12:00:00,114,High Demand
Ward 153,Monday,13:00:00,110,High Demand
Ward 153,Monday,14:00:00,106,High Demand
Ward 153,Monday,15:00:00,111,High Demand
Ward 153,Monday,16:00:00,111,High Demand
Ward 153,Monday,17:00:00,174,High Demand
Ward 153,Monday,18:00:00,168,High Demand
Ward 153,Monday,19:00:00,182,High Demand
Ward 153,Monday,20:00:00,193,High Demand
Ward 153,Monday,21:00:00,67,Medium Demand
Ward 153,Monday,22:00:00,81,Medium Demand
Ward 153,Monday,23:00:00,66,Medium Demand
Ward 153,Tuesday,00:00:00,83,Medium Demand
Ward 153,Tuesday,01:00:00,59,Low Demand
Ward 153,Tuesday,02:00:00,57,Low Demand
Ward 153,Tuesday,03:00:00,73,Medium Demand
Ward 153,Tuesday,04:00:00,62,Medium Demand
Ward 153,Tuesday,05:00:00,68,Medium Demand
Ward 153,Tuesday,06:00:00,159,High Demand
Ward 153,Tuesday,07:00:00,145,High Demand
Ward 153,Tuesday,08:00:00,154,High Demand
Ward 153,Tuesday,09:00:00,134,High Demand
Ward 153,Tuesday,10:00:00,108,High Demand
Ward 153,Tuesday,11:00:00,117,High Demand
Ward 153,Tuesday,12:00:00,105,High Demand
Ward 153,Tuesday,13:00:00,109,High Demand
Ward 153,Tuesday,14:00:00,100,High Demand
Ward 153,Tuesday,15:00:00,101,High Demand
Ward 153,Tuesday,16:00:00,109,High Demand
Ward 153,Tuesday,17:00:00,183,High Demand
Ward 153,Tuesday,18:00:00,172,High Demand
Ward 153,Tuesday,19:00:00,177,High Demand
Ward 153,Tuesday,20:00:00,181,High Demand
Ward 153,Tuesday,21:00:00,60,Medium Demand
Ward 153,Tuesday,22:00:00,64,Medium Demand
Ward 153,Tuesday,23:00:00,71,Medium Demand
Ward 153,Wednesday,00:00:00,78,Medium Demand
Ward 153,Wednesday,01:00:00,80,Medium Demand
Ward 153,Wednesday,02:00:00,64,Medium Demand
Ward 153,Wednesday,03:00:00,64,Medium Demand
Ward 153,Wednesday,04:00:00,71,Medium Demand
Ward 153,Wednesday,05:00:00,63,Medium Demand
Ward 153,Wednesday,06:00:00,142,High Demand
Ward 153,Wednesday,07:00:00,150,High Demand
Ward 153,Wednesday,08:00:00,145,High Demand
Ward 153,Wednesday,09:00:00,136,High Demand
Ward 153,Wednesday,10:00:00,111,High Demand
Ward 153,Wednesday,11:00:00,101,High Demand
Ward 153,Wednesday,12:00:00,106,High Demand
Ward 153,Wednesday,13:00:00,112,High Demand
Ward 153,Wednesday,14:00:00,114,High Demand
Ward 153,Wednesday,15:00:00,118,High Demand
Ward 153,Wednesday,16:00:00,114,High Demand
Ward 153,Wednesday,17:00:00,161,High Demand
Ward 153,Wednesday,18:00:00,170,High Demand
Ward 153,Wednesday,19:00:00,170,High Demand
Ward 153,Wednesday,20:00:00,181,High Demand
Ward 153,Wednesday,21:00:00,71,Medium Demand
Ward 153,Wednesday,22:00:00,75,Medium Demand
Ward 153,Wednesday,23:00:00,64,Medium Demand
Ward 153,Thursday,00:00:00,72,Medium Demand
Ward 153,Thursday,01:00:00,69,Medium Demand
Ward 153,Thursday,02:00:00,74,Medium Demand
Ward 153,Thursday,03:00:00,70,Medium Demand
Ward 153,Thursday,04:00:00,76,Medium Demand
Ward 153,Thursday,05:00:00,71,Medium Demand
Ward 153,Thursday,06:00:00,140,High Demand
Ward 153,Thursday,07:00:00,144,High Demand
Ward 153,Thursday,08:00:00,130,High Demand
Ward 153,Thursday,09:00:00,142,High Demand
Ward 153,Thursday,10:00:00,101,High Demand
Ward 153,Thursday,11:00:00,118,High Demand
Ward 153,Thursday,12:00:00,123,High Demand
Ward 153,Thursday,13:00:00,109,High Demand
Ward 153,Thursday,14:00:00,108,High Demand
Ward 153,Thursday,15:00:00,116,High Demand
Ward 153,Thursday,16:00:00,105,High Demand
Ward 153,Thursday,17:00:00,195,High Demand
Ward 153,Thursday,18:00:00,168,High Demand
Ward 153,Thursday,19:00:00,177,High Demand
Ward 153,Thursday,20:00:00,186,High Demand
Ward 153,Thursday,21:00:00,65,Medium Demand
Ward 153,Thursday,22:00:00,73,Medium Demand
Ward 153,Thursday,23:00:00,63,Medium Demand
Ward 153,Friday,00:00:00,67,Medium Demand
Ward 153,Friday,01:00:00,67,Medium Demand
Ward 153,Friday,02:00:00,72,Medium Demand
Ward 153,Friday,03:00:00,74,Medium Demand
Ward 153,Friday,04:00:00,73,Medium Demand
Ward 153,Friday,05:00:00,64,Medium Demand
Ward 153,Friday,06:00:00,134,High Demand
Ward 153,Friday,07:00:00,152,High Demand
Ward 153,Friday,08:00:00,138,High Demand
Ward 153,Friday,09:00:00,139,High Demand
Ward 153,Friday,10:00:00,109,High Demand
Ward 153,Friday,11:00:00,109,High Demand
Ward 153,Friday,12:00:00,120,High Demand
Ward 153,Friday,13:00:00,112,High Demand
Ward 153,Friday,14:00:00,114,High Demand
Ward 153,Friday,15:00:00,108,High Demand
Ward 153,Friday,16:00:00,121,High Demand
Ward 153,Friday,17:00:00,181,High Demand
Ward 153,Friday,18:00:00,182,High Demand
Ward 153,Friday,19:00:00,174,High Demand
Ward 153,Friday,20:00:00,159,High Demand
Ward 153,Friday,21:00:00,78,Medium Demand
Ward 153,Friday,22:00:00,62,Medium Demand
Ward 153,Friday,23:00:00,63,Medium Demand
Ward 153,Saturday,00:00:00,81,Medium Demand
Ward 153,Saturday,01:00:00,72,Medium Demand
Ward 153,Saturday,02:00:00,82,Medium Demand
Ward 153,Saturday,03:00:00,87,Medium Demand
Ward 153,Saturday,04:00:00,94,High Demand
Ward 153,Saturday,05:00:00,88,Medium Demand
Ward 153,Saturday,06:00:00,179,High Demand
Ward 153,Saturday,07:00:00,155,High Demand
Ward 153,Saturday,08:00:00,163,High Demand
Ward 153,Saturday,09:00:00,156,High Demand
Ward 153,Saturday,10:00:00,132,High Demand
Ward 153,Saturday,11:00:00,126,High Demand
Ward 153,Saturday,12:00:00,126,High Demand
Ward 153,Saturday,13:00:00,124,High Demand
Ward 153,Saturday,14:00:00,119,High Demand
Ward 153,Saturday,15:00:00,123,High Demand
Ward 153,Saturday,16:00:00,121,High Demand
Ward 153,Saturday,17:00:00,202,High Demand
Ward 153,Saturday,18:00:00,193,High Demand
Ward 153,Saturday,19:00:00,201,High Demand
Ward 153,Saturday,20:00:00,202,High Demand
Ward 153,Saturday,21:00:00,73,Medium Demand
Ward 153,Saturday,22:00:00,66,Medium Demand
Ward 153,Saturday,23:00:00,72,Medium Demand
Ward 154,Sunday,00:00:00,62,Medium Demand
Ward 154,Sunday,01:00:00,64,Medium Demand
Ward 154,Sunday,02:00:00,71,Medium Demand
Ward 154,Sunday,03:00:00,66,Medium Demand
Ward 154,Sunday,04:00:00,62,Medium Demand
Ward 154,Sunday,05:00:00,64,Medium Demand
Ward 154,Sunday,06:00:00,147,High Demand
Ward 154,Sunday,07:00:00,127,High Demand
Ward 154,Sunday,08:00:00,129,High Demand
Ward 154,Sunday,09:00:00,152,High Demand
Ward 154,Sunday,10:00:00,116,High Demand
Ward 154,Sunday,11:00:00,96,High Demand
Ward 154,Sunday,12:00:00,98,High Demand
Ward 154,Sunday,13:00:00,98,High Demand
Ward 154,Sunday,14:00:00,109,High Demand
Ward 154,Sunday,15:00:00,116,High Demand
Ward 154,Sunday,16:00:00,105,High Demand
Ward 154,Sunday,17:00:00,164,High Demand
Ward 154,Sunday,18:00:00,162,High Demand
Ward 154,Sunday,19:00:00,158,High Demand
Ward 154,Sunday,20:00:00,189,High Demand
Ward 154,Sunday,21:00:00,70,Medium Demand
Ward 154,Sunday,22:00:00,77,Medium Demand
Ward 154,Sunday,23:00:00,58,Low Demand
Ward 154,Monday,00:00:00,54,Low Demand
Ward 154,Monday,01:00:00,63,Medium Demand
Ward 154,Monday,02:00:00,50,Low Demand
Ward 154,Monday,03:00:00,69,Medium Demand
Ward 154,Monday,04:00:00,66,Medium Demand
Ward 154,Monday,05:00:00,51,Low Demand
Ward 154,Monday,06:00:00,122,High Demand
Ward 154,Monday,07:00:00,133,High Demand
Ward 154,Monday,08:00:00,113,High Demand
Ward 154,Monday,09:00:00,119,High Demand
Ward 154,Monday,10:00:00,96,High Demand
Ward 154,Monday,11:00:00,104,High Demand
Ward 154,Monday,12:00:00,93,High Demand
Ward 154,Monday,13:00:00,101,High Demand
Ward 154,Monday,14:00:00,83,Medium Demand
Ward 154,Monday,15:00:00,83,Medium Demand
Ward 154,Monday,16:00:00,92,High Demand
Ward 154,Monday,17:00:00,161,High Demand
Ward 154,Monday,18:00:00,161,High Demand
Ward 154,Monday,19:00:00,156,High Demand
Ward 154,Monday,20:00:00,147,High Demand
Ward 154,Monday,21:00:00,56,Low Demand
Ward 154,Monday,22:00:00,59,Low Demand
Ward 154,Monday,23:00:00,62,Medium Demand
Ward 154,Tuesday,00:00:00,57,Low Demand
Ward 154,Tuesday,01:00:00,58,Low Demand
Ward 154,Tuesday,02:00:00,51,Low Demand
Ward 154,Tuesday,03:00:00,66,Medium Demand
Ward 154,Tuesday,04:00:00,56,Low Demand
Ward 154,Tuesday,05:00:00,53,Low Demand
Ward 154,Tuesday,06:00:00,129,High Demand
Ward 154,Tuesday,07:00:00,118,High Demand
Ward 154,Tuesday,08:00:00,121,High Demand
Ward 154,Tuesday,09:00:00,129,High Demand
Ward 154,Tuesday,10:00:00,102,High Demand
Ward 154,Tuesday,11:00:00,100,High Demand
Ward 154,Tuesday,12:00:00,99,High Demand
Ward 154,Tuesday,13:00:00,97,High Demand
Ward 154,Tuesday,14:00:00,85,Medium Demand
Ward 154,Tuesday,15:00:00,95,High Demand
Ward 154,Tuesday,16:00:00,96,High Demand
Ward 154,Tuesday,17:00:00,160,High Demand
Ward 154,Tuesday,18:00:00,163,High Demand
Ward 154,Tuesday,19:00:00,163,High Demand
Ward 154,Tuesday,20:00:00,150,High Demand
Ward 154,Tuesday,21:00:00,59,Low Demand
Ward 154,Tuesday,22:00:00,64,Medium Demand
Ward 154,Tuesday,23:00:00,53,Low Demand
Ward 154,Wednesday,00:00:00,58,Low Demand
Ward 154,Wednesday,01:00:00,62,Medium Demand
Ward 154,Wednesday,02:00:00,57,Low Demand
Ward 154,Wednesday,03:00:00,59,Low Demand
Ward 154,Wednesday,04:00:00,50,Low Demand
Ward 154,Wednesday,05:00:00,59,Low Demand
Ward 154,Wednesday,06:00:00,117,High Demand
Ward 154,Wednesday,07:00:00,122,High Demand
Ward 154,Wednesday,08:00:00,120,High Demand
Ward 154,Wednesday,09:00:00,114,High Demand
Ward 154,Wednesday,10:00:00,89,Medium Demand
Ward 154,Wednesday,11:00:00,92,High Demand
Ward 154,Wednesday,12:00:00,101,High Demand
Ward 154,Wednesday,13:00:00,83,Medium Demand
Ward 154,Wednesday,14:00:00,89,Medium Demand
Ward 154,Wednesday,15:00:00,103,High Demand
Ward 154,Wednesday,16:00:00,94,High Demand
Ward 154,Wednesday,17:00:00,145,High Demand
Ward 154,Wednesday,18:00:00,153,High Demand
Ward 154,Wednesday,19:00:00,149,High Demand
Ward 154,Wednesday,20:00:00,143,High Demand
Ward 154,Wednesday,21:00:00,55,Low Demand
Ward 154,Wednesday,22:00:00,52,Low Demand
Ward 154,Wednesday,23:00:00,59,Low Demand
Ward 154,Thursday,00:00:00,62,Medium Demand
Ward 154,Thursday,01:00:00,45,Low Demand
Ward 154,Thursday,02:00:00,55,Low Demand
Ward 154,Thursday,03:00:00,60,Medium Demand
Ward 154,Thursday,04:00:00,56,Low Demand
Ward 154,Thursday,05:00:00,59,Low Demand
Ward 154,Thursday,06:00:00,132,High Demand
Ward 154,Thursday,07:00:00,122,High Demand
Ward 154,Thursday,08:00:00,115,High Demand
Ward 154,Thursday,09:00:00,135,High Demand
Ward 154,Thursday,10:00:00,94,High Demand
Ward 154,Thursday,11:00:00,84,Medium Demand
Ward 154,Thursday,12:00:00,90,Medium Demand
Ward 154,Thursday,13:00:00,92,High Demand
Ward 154,Thursday,14:00:00,100,High Demand
Ward 154,Thursday,15:00:00,85,Medium Demand
Ward 154,Thursday,16:00:00,85,Medium Demand
Ward 154,Thursday,17:00:00,156,High Demand
Ward 154,Thursday,18:00:00,163,High Demand
Ward 154,Thursday,19:00:00,143,High Demand
Ward 154,Thursday,20:00:00,150,High Demand
Ward 154,Thursday,21:00:00,63,Medium Demand
Ward 154,Thursday,22:00:00,50,Low Demand
Ward 154,Thursday,23:00:00,54,Low Demand
Ward 154,Friday,00:00:00,61,Medium Demand
Ward 154,Friday,01:00:00,56,Low Demand
Ward 154,Friday,02:00:00,70,Medium Demand
Ward 154,Friday,03:00:00,54,Low Demand
Ward 154,Friday,04:00:00,69,Medium Demand
Ward 154,Friday,05:00:00,62,Medium Demand
Ward 154,Friday,06:00:00,120,High Demand
Ward 154,Friday,07:00:00,131,High Demand
Ward 154,Friday,08:00:00,116,High Demand
Ward 154,Friday,09:00:00,120,High Demand
Ward 154,Friday,10:00:00,92,High Demand
Ward 154,Friday,11:00:00,100,High Demand
Ward 154,Friday,12:00:00,90,Medium Demand
Ward 154,Friday,13:00:00,96,High Demand
Ward 154,Friday,14:00:00,93,High Demand
Ward 154,Friday,15:00:00,97,High Demand
Ward 154,Friday,16:00:00,88,Medium Demand
Ward 154,Friday,17:00:00,155,High Demand
Ward 154,Friday,18:00:00,141,High Demand
Ward 154,Friday,19:00:00,148,High Demand
Ward 154,Friday,20:00:00,153,High Demand
Ward 154,Friday,21:00:00,55,Low Demand
Ward 154,Friday,22:00:00,60,Medium Demand
Ward 154,Friday,23:00:00,52,Low Demand
Ward 154,Saturday,00:00:00,57,Low Demand
Ward 154,Saturday,01:00:00,67,Medium Demand
Ward 154,Saturday,02:00:00,66,Medium Demand
Ward 154,Saturday,03:00:00,72,Medium Demand
Ward 154,Saturday,04:00:00,71,Medium Demand
Ward 154,Saturday,05:00:00,72,Medium Demand
Ward 154,Saturday,06:00:00,142,High Demand
Ward 154,Saturday,07:00:00,139,High Demand
Ward 154,Saturday,08:00:00,151,High Demand
Ward 154,Saturday,09:00:00,134,High Demand
Ward 154,Saturday,10:00:00,108,High Demand
Ward 154,Saturday,11:00:00,109,High Demand
Ward 154,Saturday,12:00:00,114,High Demand
Ward 154,Saturday,13:00:00,97,High Demand
Ward 154,Saturday,14:00:00,110,High Demand
Ward 154,Saturday,15:00:00,116,High Demand
Ward 154,Saturday,16:00:00,104,High Demand
Ward 154,Saturday,17:00:00,177,High Demand
Ward 154,Saturday,18:00:00,180,High Demand
Ward 154,Saturday,19:00:00,158,High Demand
Ward 154,Saturday,20:00:00,161,High Demand
Ward 154,Saturday,21:00:00,65,Medium Demand
Ward 154,Saturday,22:00:00,60,Medium Demand
Ward 154,Saturday,23:00:00,71,Medium Demand
Ward 155,Sunday,00:00:00,85,Medium Demand
Ward 155,Sunday,01:00:00,70,Medium Demand
Ward 155,Sunday,02:00:00,80,Medium Demand
Ward 155,Sunday,03:00:00,74,Medium Demand
Ward 155,Sunday,04:00:00,72,Medium Demand
Ward 155,Sunday,05:00:00,73,Medium Demand
Ward 155,Sunday,06:00:00,167,High Demand
Ward 155,Sunday,07:00:00,179,High Demand
Ward 155,Sunday,08:00:00,161,High Demand
Ward 155,Sunday,09:00:00,170,High Demand
Ward 155,Sunday,10:00:00,132,High Demand
Ward 155,Sunday,11:00:00,133,High Demand
Ward 155,Sunday,12:00:00,129,High Demand
Ward 155,Sunday,13:00:00,127,High Demand
Ward 155,Sunday,14:00:00,121,High Demand
Ward 155,Sunday,15:00:00,124,High Demand
Ward 155,Sunday,16:00:00,129,High Demand
Ward 155,Sunday,17:00:00,194,High Demand
Ward 155,Sunday,18:00:00,203,High Demand
Ward 155,Sunday,19:00:00,195,High Demand
Ward 155,Sunday,20:00:00,204,High Demand
Ward 155,Sunday,21:00:00,83,Medium Demand
Ward 155,Sunday,22:00:00,73,Medium Demand
Ward 155,Sunday,23:00:00,81,Medium Demand
Ward 155,Monday,00:00:00,69,Medium Demand
Ward 155,Monday,01:00:00,75,Medium Demand
Ward 155,Monday,02:00:00,60,Medium Demand
Ward 155,Monday,03:00:00,77,Medium Demand
Ward 155,Monday,04:00:00,65,Medium Demand
Ward 155,Monday,05:00:00,75,Medium Demand
Ward 155,Monday,06:00:00,158,High Demand
Ward 155,Monday,07:00:00,153,High Demand
Ward 155,Monday,08:00:00,139,High Demand
Ward 155,Monday,09:00:00,155,High Demand
Ward 155,Monday,10:00:00,105,High Demand
Ward 155,Monday,11:00:00,127,High Demand
Ward 155,Monday,12:00:00,103,High Demand
Ward 155,Monday,13:00:00,103,High Demand
Ward 155,Monday,14:00:00,119,High Demand
Ward 155,Monday,15:00:00,115,High Demand
Ward 155,Monday,16:00:00,115,High Demand
Ward 155,Monday,17:00:00,179,High Demand
Ward 155,Monday,18:00:00,184,High Demand
Ward 155,Monday,19:00:00,169,High Demand
Ward 155,Monday,20:00:00,171,High Demand
Ward 155,Monday,21:00:00,64,Medium Demand
Ward 155,Monday,22:00:00,68,Medium Demand
Ward 155,Monday,23:00:00,62,Medium Demand
Ward 155,Tuesday,00:00:00,64,Medium Demand
Ward 155,Tuesday,01:00:00,77,Medium Demand
Ward 155,Tuesday,02:00:00,77,Medium Demand
Ward 155,Tuesday,03:00:00,77,Medium Demand
Ward 155,Tuesday,04:00:00,69,Medium Demand
Ward 155,Tuesday,05:00:00,66,Medium Demand
Ward 155,Tuesday,06:00:00,143,High Demand
Ward 155,Tuesday,07:00:00,153,High Demand
Ward 155,Tuesday,08:00:00,150,High Demand
Ward 155,Tuesday,09:00:00,139,High Demand
Ward 155,Tuesday,10:00:00,107,High Demand
Ward 155,Tuesday,11:00:00,115,High Demand
Ward 155,Tuesday,12:00:00,118,High Demand
Ward 155,Tuesday,13:00:00,105,High Demand
Ward 155,Tuesday,14:00:00,126,High Demand
Ward 155,Tuesday,15:00:00,106,High Demand
Ward 155,Tuesday,16:00:00,112,High Demand
Ward 155,Tuesday,17:00:00,176,High Demand
Ward 155,Tuesday,18:00:00,183,High Demand
Ward 155,Tuesday,19:00:00,176,High Demand
Ward 155,Tuesday,20:00:00,177,High Demand
Ward 155,Tuesday,21:00:00,77,Medium Demand
Ward 155,Tuesday,22:00:00,80,Medium Demand
Ward 155,Tuesday,23:00:00,82,Medium Demand
Ward 155,Wednesday,00:00:00,74,Medium Demand
Ward 155,Wednesday,01:00:00,69,Medium Demand
Ward 155,Wednesday,02:00:00,74,Medium Demand
Ward 155,Wednesday,03:00:00,78,Medium Demand
Ward 155,Wednesday,04:00:00,72,Medium Demand
Ward 155,Wednesday,05:00:00,78,Medium Demand
Ward 155,Wednesday,06:00:00,134,High Demand
Ward 155,Wednesday,07:00:00,151,High Demand
Ward 155,Wednesday,08:00:00,148,High Demand
Ward 155,Wednesday,09:00:00,152,High Demand
Ward 155,Wednesday,10:00:00,115,High Demand
Ward 155,Wednesday,11:00:00,106,High Demand
Ward 155,Wednesday,12:00:00,113,High Demand
Ward 155,Wednesday,13:00:00,125,High Demand
Ward 155,Wednesday,14:00:00,115,High Demand
Ward 155,Wednesday,15:00:00,114,High Demand
Ward 155,Wednesday,16:00:00,115,High Demand
Ward 155,Wednesday,17:00:00,177,High Demand
Ward 155,Wednesday,18:00:00,195,High Demand
Ward 155,Wednesday,19:00:00,181,High Demand
Ward 155,Wednesday,20:00:00,166,High Demand
Ward 155,Wednesday,21:00:00,79,Medium Demand
Ward 155,Wednesday,22:00:00,71,Medium Demand
Ward 155,Wednesday,23:00:00,73,Medium Demand
Ward 155,Thursday,00:00:00,60,Medium Demand
Ward 155,Thursday,01:00:00,68,Medium Demand
Ward 155,Thursday,02:00:00,70,Medium Demand
Ward 155,Thursday,03:00:00,79,Medium Demand
Ward 155,Thursday,04:00:00,67,Medium Demand
Ward 155,Thursday,05:00:00,72,Medium Demand
Ward 155,Thursday,06:00:00,147,High Demand
Ward 155,Thursday,07:00:00,150,High Demand
Ward 155,Thursday,08:00:00,136,High Demand
Ward 155,Thursday,09:00:00,150,High Demand
Ward 155,Thursday,10:00:00,113,High Demand
Ward 155,Thursday,11:00:00,115,High Demand
Ward 155,Thursday,12:00:00,112,High Demand
Ward 155,Thursday,13:00:00,120,High Demand
Ward 155,Thursday,14:00:00,119,High Demand
Ward 155,Thursday,15:00:00,113,High Demand
Ward 155,Thursday,16:00:00,112,High Demand
Ward 155,Thursday,17:00:00,192,High Demand
Ward 155,Thursday,18:00:00,178,High Demand
Ward 155,Thursday,19:00:00,190,High Demand
Ward 155,Thursday,20:00:00,185,High Demand
Ward 155,Thursday,21:00:00,73,Medium Demand
Ward 155,Thursday,22:00:00,72,Medium Demand
Ward 155,Thursday,23:00:00,72,Medium Demand
Ward 155,Friday,00:00:00,78,Medium Demand
Ward 155,Friday,01:00:00,66,Medium Demand
Ward 155,Friday,02:00:00,65,Medium Demand
Ward 155,Friday,03:00:00,76,Medium Demand
Ward 155,Friday,04:00:00,69,Medium Demand
Ward 155,Friday,05:00:00,75,Medium Demand
Ward 155,Friday,06:00:00,139,High Demand
Ward 155,Friday,07:00:00,151,High Demand
Ward 155,Friday,08:00:00,154,High Demand
Ward 155,Friday,09:00:00,152,High Demand
Ward 155,Friday,10:00:00,118,High Demand
Ward 155,Friday,11:00:00,111,High Demand
Ward 155,Friday,12:00:00,127,High Demand
Ward 155,Friday,13:00:00,119,High Demand
Ward 155,Friday,14:00:00,105,High Demand
Ward 155,Friday,15:00:00,102,High Demand
Ward 155,Friday,16:00:00,106,High Demand
Ward 155,Friday,17:00:00,172,High Demand
Ward 155,Friday,18:00:00,181,High Demand
Ward 155,Friday,19:00:00,187,High Demand
Ward 155,Friday,20:00:00,189,High Demand
Ward 155,Friday,21:00:00,66,Medium Demand
Ward 155,Friday,22:00:00,75,Medium Demand
Ward 155,Friday,23:00:00,83,Medium Demand
Ward 155,Saturday,00:00:00,89,Medium Demand
Ward 155,Saturday,01:00:00,89,Medium Demand
Ward 155,Saturday,02:00:00,87,Medium Demand
Ward 155,Saturday,03:00:00,64,Medium Demand
Ward 155,Saturday,04:00:00,82,Medium Demand
Ward 155,Saturday,05:00:00,80,Medium Demand
Ward 155,Saturday,06:00:00,169,High Demand
Ward 155,Saturday,07:00:00,171,High Demand
Ward 155,Saturday,08:00:00,182,High Demand
Ward 155,Saturday,09:00:00,165,High Demand
Ward 155,Saturday,10:00:00,135,High Demand
Ward 155,Saturday,11:00:00,129,High Demand
Ward 155,Saturday,12:00:00,135,High Demand
Ward 155,Saturday,13:00:00,116,High Demand
Ward 155,Saturday,14:00:00,134,High Demand
Ward 155,Saturday,15:00:00,138,High Demand
Ward 155,Saturday,16:00:00,121,High Demand
Ward 155,Saturday,17:00:00,197,High Demand
Ward 155,Saturday,18:00:00,226,High Demand
Ward 155,Saturday,19:00:00,197,High Demand
Ward 155,Saturday,20:00:00,210,High Demand
Ward 155,Saturday,21:00:00,94,High Demand
Ward 155,Saturday,22:00:00,87,Medium Demand
Ward 155,Saturday,23:00:00,70,Medium Demand
Ward 156,Sunday,00:00:00,42,Low Demand
Ward 156,Sunday,01:00:00,27,Low Demand
Ward 156,Sunday,02:00:00,29,Low Demand
Ward 156,Sunday,03:00:00,42,Low Demand
Ward 156,Sunday,04:00:00,43,Low Demand
Ward 156,Sunday,05:00:00,34,Low Demand
Ward 156,Sunday,06:00:00,71,Medium Demand
Ward 156,Sunday,07:00:00,81,Medium Demand
Ward 156,Sunday,08:00:00,79,Medium Demand
Ward 156,Sunday,09:00:00,82,Medium Demand
Ward 156,Sunday,10:00:00,57,Low Demand
Ward 156,Sunday,11:00:00,47,Low Demand
Ward 156,Sunday,12:00:00,58,Low Demand
Ward 156,Sunday,13:00:00,57,Low Demand
Ward 156,Sunday,14:00:00,62,Medium Demand
Ward 156,Sunday,15:00:00,50,Low Demand
Ward 156,Sunday,16:00:00,54,Low Demand
Ward 156,Sunday,17:00:00,83,Medium Demand
Ward 156,Sunday,18:00:00,89,Medium Demand
Ward 156,Sunday,19:00:00,87,Medium Demand
Ward 156,Sunday,20:00:00,82,Medium Demand
Ward 156,Sunday,21:00:00,34,Low Demand
Ward 156,Sunday,22:00:00,40,Low Demand
Ward 156,Sunday,23:00:00,41,Low Demand
Ward 156,Monday,00:00:00,34,Low Demand
Ward 156,Monday,01:00:00,21,Low Demand
Ward 156,Monday,02:00:00,35,Low Demand
Ward 156,Monday,03:00:00,34,Low Demand
Ward 156,Monday,04:00:00,35,Low Demand
Ward 156,Monday,05:00:00,26,Low Demand
Ward 156,Monday,06:00:00,60,Medium Demand
Ward 156,Monday,07:00:00,75,Medium Demand
Ward 156,Monday,08:00:00,71,Medium Demand
Ward 156,Monday,09:00:00,68,Medium Demand
Ward 156,Monday,10:00:00,58,Low Demand
Ward 156,Monday,11:00:00,44,Low Demand
Ward 156,Monday,12:00:00,50,Low Demand
Ward 156,Monday,13:00:00,44,Low Demand
Ward 156,Monday,14:00:00,57,Low Demand
Ward 156,Monday,15:00:00,46,Low Demand
Ward 156,Monday,16:00:00,49,Low Demand
Ward 156,Monday,17:00:00,87,Medium Demand
Ward 156,Monday,18:00:00,93,High Demand
Ward 156,Monday,19:00:00,85,Medium Demand
Ward 156,Monday,20:00:00,87,Medium Demand
Ward 156,Monday,21:00:00,30,Low Demand
Ward 156,Monday,22:00:00,34,Low Demand
Ward 156,Monday,23:00:00,33,Low Demand
